c,yr,x,y,r2N,max_s,delta_t,phase,color
Philippines,2022-07-01,2016-05-18 00:00:00,1.8455201185244816,46.90533385622916,42.0,12.411111111111111,Deceleration,red
Poland,2022-07-01,2020-04-15 00:00:00,2.0944496031846023,226.8961115679731,154.0,4.477777777777778,Deceleration,red
Portugal,2022-07-01,2019-02-12 00:00:00,1.837703465840305,187.07041283926696,140.0,6.855555555555555,Deceleration,red
Qatar,2022-07-01,2019-10-11 00:00:00,2.22753961390028,72.04287922536925,55.0,5.516666666666667,Deceleration,red
Romania,2022-07-01,2018-04-17 00:00:00,1.8351007193272857,128.65669875487853,102.0,8.527777777777779,Deceleration,red
Russia,2022-07-01,2019-12-28 00:00:00,3.177982875027339,66.9471033814476,62.0,5.083333333333333,Deceleration,red
Saudi Arabia,2022-07-01,2019-07-30 00:00:00,2.178388182406782,60.56214107309781,47.0,5.9222222222222225,Deceleration,red
Senegal,2022-07-01,2022-07-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2022-07-01,2017-02-18 00:00:00,2.1641776958631276,20.572216346083046,19.0,10.877777777777778,Deceleration,red
Singapore,2022-07-01,2018-01-30 00:00:00,1.619952899320152,129.71863497279904,102.0,8.955555555555556,Deceleration,red
Slovakia,2022-07-01,2017-12-21 00:00:00,1.64728666840529,25.437076144726113,20.0,9.177777777777777,Deceleration,red
Slovenia,2022-07-01,2016-02-01 00:00:00,1.7543270143851823,39.328302513371874,36.0,13.005555555555556,Deceleration,red
South Africa,2022-07-01,2018-01-11 00:00:00,1.8206470798235737,140.32321791757354,113.0,9.061111111111112,Deceleration,red
South Korea,2022-07-01,2019-09-18 00:00:00,1.9912095217347074,159.98488754883704,115.0,5.644444444444445,Deceleration,red
Spain,2022-07-01,2019-03-11 00:00:00,1.892356894002111,801.1290231852964,595.0,6.705555555555556,Deceleration,red
Sri Lanka,2022-07-01,2017-06-18 00:00:00,2.1634957911773403,21.35979145479036,19.0,10.21111111111111,Deceleration,red
Sweden,2022-07-01,2018-05-04 00:00:00,1.8944495535629409,240.93558651149567,195.0,8.433333333333334,Deceleration,red
Switzerland,2022-07-01,2019-05-30 00:00:00,1.738670847278092,165.50800322163798,115.0,6.261111111111111,Deceleration,red
Taiwan,2022-07-01,2017-06-05 00:00:00,1.831810679151437,160.6863714127634,137.0,10.283333333333333,Deceleration,red
Tanzania,2022-07-01,2022-07-01 00:00:00,2.350399199856398,2.9347352157468043,3.0,0.0,Deactivated,black
Thailand,2022-07-01,2018-02-11 00:00:00,1.9526995438297707,87.2009064020996,73.0,8.88888888888889,Deceleration,red
Togo,2022-07-01,2022-07-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Trinidad Tobago,2022-07-01,2022-07-01 00:00:00,2.1360272247116594,3.1308051847027074,3.0,0.0,Deactivated,black
Tunisia,2022-07-01,2019-07-20 00:00:00,2.5674464719763512,4.748209395917538,4.0,5.977777777777778,Deceleration,red
Turkey,2022-07-01,2018-12-28 00:00:00,2.323558088842052,136.14244995310173,116.0,7.111111111111111,Deceleration,red
U Arab Emirates,2022-07-01,2021-05-14 00:00:00,1.6404324693096295,113.31443061188617,60.0,2.2888888888888888,Deceleration,red
Uganda,2022-07-01,2027-02-23 00:00:00,1.4631911224213072,236967.58156675356,4.0,-79.2,Acceleration,green
Ukraine,2022-07-01,2022-07-01 00:00:00,3.1174100236221,5.245444601954377,5.0,0.0,Deactivated,black
Uruguay,2022-07-01,2019-04-28 00:00:00,1.4834714563601308,5.7089426497176525,4.0,6.438888888888889,Deceleration,red
Venezuela,2022-07-01,2018-09-30 00:00:00,1.5203952614365293,2.7272477823191297,2.0,7.605555555555555,Deceleration,red
Vietnam,2022-07-01,2019-12-21 00:00:00,2.1668874679550556,19.080041334778223,14.0,5.122222222222222,Deceleration,red
Yemen,2022-07-01,2022-07-01 00:00:00,8.915542446936634,0.9999999999999415,1.0,0.0,Deactivated,black
Zimbabwe,2022-07-01,2018-06-16 00:00:00,1.7447794532642011,4.04412438373917,3.0,8.194444444444445,Deceleration,red
USA,2022-07-01,2018-02-17 00:00:00,1.5432278519513882,2079.5298115766363,1572.0,8.855555555555556,Deceleration,red
UK,2022-07-01,2018-11-08 00:00:00,1.4640160595407608,1227.88697313426,854.0,7.388888888888889,Deceleration,red
Afghanistan,2023-01-01,2023-01-01 00:00:00,8.912298655548696,1.0000000000000462,1.0,0.0,Deactivated,black
Albania,2023-01-01,2023-01-01 00:00:00,2.7404370730817407,3.094490775388243,3.0,0.0,Deactivated,black
Algeria,2023-01-01,2025-02-12 00:00:00,1.7058150483662924,43.69021298908966,13.0,-4.3,Acceleration,green
Angola,2023-01-01,2023-01-01 00:00:00,8.900027188169458,1.000000000000008,1.0,0.0,Deactivated,black
Argentina,2023-01-01,2019-12-05 00:00:00,2.2549690001991443,26.693813987364237,22.0,6.233333333333333,Deceleration,red
Australia,2023-01-01,2018-09-14 00:00:00,1.651633514640261,644.476277342159,506.0,8.716666666666667,Deceleration,red
Austria,2023-01-01,2020-12-13 00:00:00,1.6527759205722397,150.85793207377202,93.0,4.155555555555556,Deceleration,red
Bahrain,2023-01-01,2023-01-01 00:00:00,3.8611621203093724,2.991282959382729,3.0,0.0,Deactivated,black
Bangladesh,2023-01-01,2023-01-25 00:00:00,2.0220137928387154,58.306945160208954,25.0,-0.1388888888888889,Inflection,blue
Belgium,2023-01-01,2020-09-23 00:00:00,1.5622308830405864,208.76365721237158,134.0,4.605555555555555,Deceleration,red
Bhutan,2023-01-01,2023-01-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
Brazil,2023-01-01,2020-09-01 00:00:00,2.0562674166279757,345.3992906472695,243.0,4.727777777777778,Deceleration,red
Brunei,2023-01-01,2023-01-01 00:00:00,8.927954043794612,0.999999999999998,1.0,0.0,Deactivated,black
Bulgaria,2023-01-01,2021-07-18 00:00:00,2.3029412434958005,7.840400381613951,5.0,2.95,Deceleration,red
Burkina Faso,2023-01-01,2023-01-01 00:00:00,8.908671740400845,1.0000000000000262,1.0,0.0,Deactivated,black
Cameroon,2023-01-01,2021-07-24 00:00:00,2.8309202151554196,5.461162706484117,4.0,2.9166666666666665,Deceleration,red
Canada,2023-01-01,2020-01-27 00:00:00,1.659553575358881,624.1815643737544,427.0,5.938888888888889,Deceleration,red
Chile,2023-01-01,2020-03-26 00:00:00,1.7256432821019145,86.09046616052952,59.0,5.611111111111111,Deceleration,red
Colombia,2023-01-01,2020-11-07 00:00:00,1.8815125313249572,131.17662161419796,85.0,4.355555555555555,Deceleration,red
Costa Rica,2023-01-01,2019-11-24 00:00:00,2.6596643300670193,8.540701695135906,8.0,6.294444444444444,Deceleration,red
Cote Ivoire,2023-01-01,2023-01-01 00:00:00,8.927954043794612,0.999999999999998,1.0,0.0,Deactivated,black
Croatia,2023-01-01,2021-05-11 00:00:00,2.185458234633696,40.28761390354834,26.0,3.327777777777778,Deceleration,red
Cuba,2023-01-01,2023-01-01 00:00:00,8.909025645148255,1.0000000000000078,1.0,0.0,Deactivated,black
Cyprus,2023-01-01,2019-04-15 00:00:00,2.249872449063802,14.132527343821348,12.0,7.533333333333333,Deceleration,red
Czech Republic,2023-01-01,2020-01-14 00:00:00,1.9088556167728377,90.57653263518178,65.0,6.011111111111111,Deceleration,red
DEM REP CONGO,2023-01-01,2023-01-01 00:00:00,8.917201382322792,0.9999999999999885,1.0,0.0,Deactivated,black
Denmark,2023-01-01,2020-03-13 00:00:00,1.660601748504982,207.7876537450759,142.0,5.683333333333334,Deceleration,red
Ecuador,2023-01-01,2020-09-04 00:00:00,2.65521896194402,32.035264939811654,26.0,4.711111111111111,Deceleration,red
Egypt,2023-01-01,2021-02-02 00:00:00,2.9223792503548536,43.2935735173341,36.0,3.8722222222222222,Deceleration,red
El Salvador,2023-01-01,2021-04-28 00:00:00,3.4938409067819176,2.1518228907843344,2.0,3.4,Deceleration,red
Estonia,2023-01-01,2019-01-06 00:00:00,2.0305241906034026,15.903222588690525,13.0,8.083333333333334,Deceleration,red
Eswatini,2023-01-01,2023-01-01 00:00:00,8.909500364185487,1.0000000000000124,1.0,0.0,Deactivated,black
Ethiopia,2023-01-01,2023-01-01 00:00:00,4.036890993830226,11.074332938154491,11.0,0.0,Deactivated,black
Fiji,2023-01-01,2016-10-05 00:00:00,1.57922969088082,5.012929846126958,4.0,12.655555555555555,Deceleration,red
Finland,2023-01-01,2022-01-03 00:00:00,1.486769559213147,300.90715879284613,159.0,2.011111111111111,Deceleration,red
France,2023-01-01,2023-07-24 00:00:00,1.632903326131843,683.8911436153503,283.0,-1.1388888888888888,Acceleration,green
Germany,2023-01-01,2022-01-08 00:00:00,1.53749916426941,1001.6436139765319,536.0,1.9833333333333334,Deceleration,red
Ghana,2023-01-01,2027-10-20 00:00:00,1.5651733754279569,99810.33056250053,5.0,-66.22777777777777,Acceleration,green
Greece,2023-01-01,2021-07-08 00:00:00,1.6279721306460713,217.80046073571262,127.0,3.0055555555555555,Deceleration,red
Hungary,2023-01-01,2023-01-01 00:00:00,1.4950831873216532,47.41004145707761,46.0,0.0,Deactivated,black
Iceland,2023-01-01,2023-01-01 00:00:00,2.6648734089411024,16.712074727544547,16.0,0.0,Deactivated,black
India,2023-01-01,2022-01-14 00:00:00,1.7683747299393464,1326.673835311258,712.0,1.95,Deceleration,red
Indonesia,2023-01-01,2018-08-15 00:00:00,2.189704914902511,38.904697329519905,37.0,8.883333333333333,Deceleration,red
Iran,2023-01-01,2020-04-08 00:00:00,2.2193645974738985,119.60757116139884,93.0,5.538888888888889,Deceleration,red
Iraq,2023-01-01,2021-03-25 00:00:00,2.6725901021550245,14.622546083612734,11.0,3.588888888888889,Deceleration,red
Ireland,2023-01-01,2020-02-15 00:00:00,1.6591834849493567,138.96422472624968,95.0,5.833333333333333,Deceleration,red
Israel,2023-01-01,2026-07-08 00:00:00,1.5756297083896869,71.98749724848305,17.0,-7.138888888888889,Acceleration,green
Italy,2023-01-01,2020-04-29 00:00:00,1.8523241754587734,983.4035956718002,690.0,5.4222222222222225,Deceleration,red
Japan,2023-01-01,2022-05-13 00:00:00,1.5826197776864181,238.16537836404393,119.0,1.288888888888889,Deceleration,red
Jordan,2023-01-01,2019-12-12 00:00:00,2.478433923282469,9.108792099779684,8.0,6.194444444444445,Deceleration,red
Kazakhstan,2023-01-01,2023-01-01 00:00:00,3.598416087521886,3.060739194202979,3.0,0.0,Deactivated,black
Kenya,2023-01-01,2023-01-01 00:00:00,2.509004472590678,5.666345931152492,6.0,0.0,Deactivated,black
Kuwait,2023-01-01,2023-01-01 00:00:00,2.353288569455909,6.731521486269936,7.0,0.0,Deactivated,black
Latvia,2023-01-01,2023-09-06 00:00:00,1.574141273055644,26.456760341688206,11.0,-1.3833333333333333,Acceleration,green
Lebanon,2023-01-01,2020-03-28 00:00:00,1.9222694164395357,27.766057902180062,20.0,5.6,Deceleration,red
Lithuania,2023-01-01,2019-11-23 00:00:00,2.7104363615305997,25.238852848932975,23.0,6.3,Deceleration,red
Luxembourg,2023-01-01,2023-01-01 00:00:00,2.420532180816682,10.311787612346071,11.0,0.0,Deactivated,black
Madagascar,2023-01-01,2018-09-03 00:00:00,2.2127683585599227,2.2761063623469044,2.0,8.777777777777779,Deceleration,red
Malaysia,2023-01-01,2019-08-29 00:00:00,1.7635494052577152,314.8511812787089,233.0,6.777777777777778,Deceleration,red
Mali,2023-01-01,2023-01-01 00:00:00,8.914162905172795,0.9999999999999702,1.0,0.0,Deactivated,black
Malta,2023-01-01,2027-07-17 00:00:00,0.9678037020905357,17.142261447525385,5.0,-9.216666666666667,Acceleration,green
Mauritius,2023-01-01,2019-02-11 00:00:00,2.672701199072319,10.849720062680387,10.0,7.883333333333334,Deceleration,red
Mexico,2023-01-01,2020-09-15 00:00:00,2.01217423171889,117.36753482005119,82.0,4.65,Deceleration,red
Morocco,2023-01-01,2021-10-24 00:00:00,2.3710291146326563,39.27459869760055,24.0,2.4055555555555554,Deceleration,red
Namibia,2023-01-01,2023-01-01 00:00:00,8.940626754151463,1.0000000000000118,1.0,0.0,Deactivated,black
Nepal,2023-01-01,2018-01-27 00:00:00,2.0527673119372936,3.6022457883069716,3.0,9.994444444444444,Deceleration,red
Netherlands,2023-01-01,2019-06-27 00:00:00,1.6937174651321656,317.5351551158863,233.0,7.127777777777778,Deceleration,red
New Zealand,2023-01-01,2019-12-18 00:00:00,1.5613441442652378,94.44178374647294,66.0,6.161111111111111,Deceleration,red
Nicaragua,2023-01-01,2023-01-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2023-01-01,2019-11-12 00:00:00,2.1725488096531915,49.84915564403161,40.0,6.361111111111111,Deceleration,red
North Korea,2023-01-01,2023-01-01 00:00:00,8.915233654905835,0.999999999999962,1.0,0.0,Deactivated,black
North Macedonia,2023-01-01,2023-01-01 00:00:00,7.5067052808118175,1.1027399690784148,2.0,0.0,Deactivated,black
Norway,2023-01-01,2021-04-26 00:00:00,1.450330813887981,241.29892726309333,139.0,3.411111111111111,Deceleration,red
Oman,2023-01-01,2023-01-01 00:00:00,3.647683057889771,9.39658966226564,9.0,0.0,Deactivated,black
Pakistan,2023-01-01,2021-02-19 00:00:00,2.081797758636788,118.22295730240981,77.0,3.7777777777777777,Deceleration,red
Palestine,2023-01-01,2023-01-01 00:00:00,8.90818566387427,0.9999999999999889,1.0,0.0,Deactivated,black
Panama,2023-01-01,2019-12-31 00:00:00,2.9938093670604022,2.1324372977918205,2.0,6.088888888888889,Deceleration,red
China,2023-01-01,2022-01-16 00:00:00,1.698925092860544,2728.837337068399,1463.0,1.9388888888888889,Deceleration,red
Peru,2023-01-01,2021-08-19 00:00:00,1.9893510473978846,41.63081603303261,25.0,2.772222222222222,Deceleration,red
Philippines,2023-01-01,2017-03-08 00:00:00,1.7763586502485944,50.82562432543577,45.0,11.8,Deceleration,red
Poland,2023-01-01,2022-02-17 00:00:00,2.015255065507621,349.4043919537354,187.0,1.761111111111111,Deceleration,red
Portugal,2023-01-01,2020-12-01 00:00:00,1.7337871481417646,246.57899269492378,157.0,4.222222222222222,Deceleration,red
Qatar,2023-01-01,2020-09-10 00:00:00,2.1777080887615026,84.21061068758911,60.0,4.677777777777778,Deceleration,red
Romania,2023-01-01,2019-08-11 00:00:00,1.7474618229098118,153.33463179409466,112.0,6.877777777777778,Deceleration,red
Russia,2023-01-01,2021-02-19 00:00:00,2.9870412026520334,110.5436935855461,93.0,3.7777777777777777,Deceleration,red
Saudi Arabia,2023-01-01,2022-09-12 00:00:00,1.9862334246838345,134.99296008220142,65.0,0.6111111111111112,Inflection,blue
Senegal,2023-01-01,2023-01-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2023-01-01,2018-01-10 00:00:00,2.0484021492691817,23.150385377927797,21.0,10.088888888888889,Deceleration,red
Singapore,2023-01-01,2019-05-16 00:00:00,1.550743921688976,149.0022691582753,108.0,7.361111111111111,Deceleration,red
Slovakia,2023-01-01,2021-07-21 00:00:00,1.4486895555170716,41.425129307174416,24.0,2.933333333333333,Deceleration,red
Slovenia,2023-01-01,2016-08-24 00:00:00,1.72000303954318,40.88928675985797,37.0,12.88888888888889,Deceleration,red
South Africa,2023-01-01,2018-11-12 00:00:00,1.7732374416326497,152.8139701911319,119.0,8.38888888888889,Deceleration,red
South Korea,2023-01-01,2021-07-31 00:00:00,1.8878013840752412,229.18487734376356,134.0,2.8777777777777778,Deceleration,red
Spain,2023-01-01,2020-10-10 00:00:00,1.8000359877402992,1029.7845570466588,667.0,4.511111111111111,Deceleration,red
Sri Lanka,2023-01-01,2018-04-22 00:00:00,2.0753775479140635,23.91221905184026,21.0,9.522222222222222,Deceleration,red
Sweden,2023-01-01,2019-06-14 00:00:00,1.820538121221636,278.0125242647868,211.0,7.2,Deceleration,red
Switzerland,2023-01-01,2021-10-09 00:00:00,1.6260439785657286,240.0415421389066,132.0,2.488888888888889,Deceleration,red
Taiwan,2023-01-01,2018-07-22 00:00:00,1.7470402080191543,183.7372537754083,149.0,9.016666666666667,Deceleration,red
Tanzania,2023-01-01,2023-01-01 00:00:00,2.350399199856398,2.9347352157468043,3.0,0.0,Deactivated,black
Thailand,2023-01-01,2019-12-17 00:00:00,1.8023945499228333,116.52698180409104,85.0,6.166666666666667,Deceleration,red
Togo,2023-01-01,2023-01-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Trinidad Tobago,2023-01-01,2018-11-07 00:00:00,1.770923126846397,4.841731837413216,4.0,8.416666666666666,Deceleration,red
Tunisia,2023-01-01,2020-09-04 00:00:00,2.481381305430442,6.434383189372196,5.0,4.711111111111111,Deceleration,red
Turkey,2023-01-01,2020-12-30 00:00:00,2.111591617977034,216.44726606192103,149.0,4.061111111111111,Deceleration,red
U Arab Emirates,2023-01-01,2024-04-16 00:00:00,1.5582665846574528,187.15448885851504,68.0,-2.6222222222222222,Acceleration,green
Uganda,2023-01-01,2027-10-20 00:00:00,1.6773903605095553,340116.6713314361,5.0,-66.83333333333333,Acceleration,green
Ukraine,2023-01-01,2020-10-06 00:00:00,2.827894168015802,8.072941129472763,7.0,4.533333333333333,Deceleration,red
Uruguay,2023-01-01,2019-09-21 00:00:00,1.4834714563601308,5.7089426497176525,4.0,6.65,Deceleration,red
Venezuela,2023-01-01,2019-02-16 00:00:00,1.5203952614365293,2.7272477823191297,2.0,7.855555555555555,Deceleration,red
Vietnam,2023-01-01,2021-05-03 00:00:00,2.088092987987881,25.260761751276913,16.0,3.3722222222222222,Deceleration,red
Yemen,2023-01-01,2023-01-01 00:00:00,4.497875291485934,2.0249819867298524,2.0,0.0,Deactivated,black
Zimbabwe,2023-01-01,2018-10-30 00:00:00,1.7447794532642011,4.04412438373917,3.0,8.46111111111111,Deceleration,red
USA,2023-01-01,2020-04-01 00:00:00,1.432629252015539,2662.911803537656,1731.0,5.5777777777777775,Deceleration,red
UK,2023-01-01,2021-12-11 00:00:00,1.3330122354494842,1784.8969176290025,958.0,2.138888888888889,Deceleration,red
Afghanistan,2023-07-01,2023-07-01 00:00:00,8.912298655548696,1.0000000000000462,1.0,0.0,Deactivated,black
Albania,2023-07-01,2023-07-01 00:00:00,2.7404370730817407,3.094490775388243,3.0,0.0,Deactivated,black
Algeria,2023-07-01,2025-09-05 00:00:00,1.7058150483662924,43.69021298908966,13.0,-4.433333333333334,Acceleration,green
Angola,2023-07-01,2023-07-01 00:00:00,8.900027188169458,1.000000000000008,1.0,0.0,Deactivated,black
Argentina,2023-07-01,2021-03-22 00:00:00,2.126489826264499,33.561248140169845,25.0,4.611111111111111,Deceleration,red
Australia,2023-07-01,2019-12-10 00:00:00,1.583770906330016,733.1941569926091,543.0,7.211111111111111,Deceleration,red
Austria,2023-07-01,2023-08-23 00:00:00,1.5465485955884766,224.18826811664704,105.0,-0.3,Inflection,blue
Bahrain,2023-07-01,2023-07-01 00:00:00,3.8611621203093724,2.991282959382729,3.0,0.0,Deactivated,black
Bangladesh,2023-07-01,2025-03-10 00:00:00,1.965373810977826,98.22442002392765,28.0,-3.438888888888889,Acceleration,green
Belgium,2023-07-01,2022-05-05 00:00:00,1.5035414806380785,251.46357576231193,142.0,2.338888888888889,Deceleration,red
Bhutan,2023-07-01,2023-07-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
Brazil,2023-07-01,2022-02-11 00:00:00,1.9670418650627945,443.7680620863411,269.0,2.8,Deceleration,red
Brunei,2023-07-01,2023-07-01 00:00:00,4.670919117506986,2.0367487469465324,2.0,0.0,Deactivated,black
Bulgaria,2023-07-01,2023-05-13 00:00:00,2.2039575219386434,12.859759683510134,6.0,0.26666666666666666,Inflection,blue
Burkina Faso,2023-07-01,2023-07-01 00:00:00,8.908671740400845,1.0000000000000262,1.0,0.0,Deactivated,black
Cameroon,2023-07-01,2022-09-05 00:00:00,2.7517641246975,8.106407455456019,5.0,1.6555555555555554,Deceleration,red
Canada,2023-07-01,2021-09-23 00:00:00,1.5835663802060496,766.6109484514917,465.0,3.5833333333333335,Deceleration,red
Chile,2023-07-01,2022-01-27 00:00:00,1.6367225649690935,110.63650166402847,65.0,2.8833333333333333,Deceleration,red
Colombia,2023-07-01,2022-10-28 00:00:00,1.786309414964144,183.60047510733824,96.0,1.3611111111111112,Deceleration,red
Costa Rica,2023-07-01,2020-04-18 00:00:00,2.6596643300670193,8.540701695135906,8.0,6.488888888888889,Deceleration,red
Cote Ivoire,2023-07-01,2023-07-01 00:00:00,8.927954043794612,0.999999999999998,1.0,0.0,Deactivated,black
Croatia,2023-07-01,2022-09-28 00:00:00,2.1118705048697333,53.98005385985056,29.0,1.5277777777777777,Deceleration,red
Cuba,2023-07-01,2023-07-01 00:00:00,8.909025645148255,1.0000000000000078,1.0,0.0,Deactivated,black
Cyprus,2023-07-01,2020-01-27 00:00:00,2.183809448073758,15.622545640287154,13.0,6.944444444444445,Deceleration,red
